0.05	0.001	10000.0	0.75	5.0	1.0e6	0.3724126860410377	0.07573803801075436	0.6940781692771247
0.05	0.001	10000.0	0.75	5.0	2.0e6	0.37459442138514426	0.07558772750341357	0.6949596671858018
0.05	0.001	10000.0	0.75	10.0	1.0e6	0.3562861099409822	0.002768826476214299	0.36227468124523404
0.05	0.001	10000.0	0.75	10.0	2.0e6	0.35637791416862896	0.002012135123609732	0.36003464693294984
0.05	0.001	10000.0	1.0	5.0	1.0e6	0.3909080006241147	0.10353437461078248	0.6936476155697973
0.05	0.001	10000.0	1.0	5.0	2.0e6	0.3583756358085292	0.003678414247177676	0.3661309139037294
0.05	0.001	10000.0	1.0	10.0	1.0e6	0.3585895723299991	0.005790435108612222	0.37898463393207715
0.05	0.001	10000.0	1.0	10.0	2.0e6	0.3571672835255057	0.003272443319625665	0.3660047860569575
0.05	0.001	25000.0	0.75	5.0	1.0e6	0.3526263420382665	0.0028706453592121724	0.3579670197186118
0.05	0.001	25000.0	0.75	5.0	2.0e6	0.3700031235313662	0.07642760368952804	0.6943143645451162
0.05	0.001	25000.0	0.75	10.0	1.0e6	0.3524247299491649	0.003063732512377283	0.3616839921200537
0.05	0.001	25000.0	0.75	10.0	2.0e6	0.3693400340582391	0.07636328569893747	0.6936135325957515
0.05	0.001	25000.0	1.0	5.0	1.0e6	0.37131862145672045	0.07577675898133061	0.6923437844664277
0.05	0.001	25000.0	1.0	5.0	2.0e6	0.3535289937602384	0.003469502116961055	0.36246891557364885
0.05	0.001	25000.0	1.0	10.0	1.0e6	0.3535213561581684	0.005453400312458929	0.36680885885024506
0.05	0.001	25000.0	1.0	10.0	2.0e6	0.35265572479259605	0.003834690435179292	0.36611595272415554
0.05	0.005	10000.0	0.75	5.0	1.0e6	0.3774115976486217	0.07550080649601296	0.6962009619656918
0.05	0.005	10000.0	0.75	5.0	2.0e6	0.3928146966441332	0.10353379277458775	0.6956527002780799
0.05	0.005	10000.0	0.75	10.0	1.0e6	0.3748548867778463	0.07498939273670444	0.6929810269436857
0.05	0.005	10000.0	0.75	10.0	2.0e6	0.3768884152150235	0.07517460343998522	0.6951761608196715
0.05	0.005	10000.0	1.0	5.0	1.0e6	0.3933927047414082	0.10264081806940574	0.693811487703903
0.05	0.005	10000.0	1.0	5.0	2.0e6	0.37299861634963494	0.06704166758868679	0.6571501839169407
0.05	0.005	10000.0	1.0	10.0	1.0e6	0.41006730248188844	0.12240350095424093	0.6953719124427282
0.05	0.005	10000.0	1.0	10.0	2.0e6	0.39125634965940115	0.10396836001919772	0.6955765513585545
0.05	0.005	25000.0	0.75	5.0	1.0e6	0.3705018708118943	0.07636317906690554	0.6947091846979679
0.05	0.005	25000.0	0.75	5.0	2.0e6	0.3541812191945059	0.0051027311727524175	0.36913348943796526
0.05	0.005	25000.0	0.75	10.0	1.0e6	0.37179018708500144	0.0761742574832006	0.6948575908554934
0.05	0.005	25000.0	0.75	10.0	2.0e6	0.3715298981108082	0.07575152282554028	0.6926710920903529
0.05	0.005	25000.0	1.0	5.0	1.0e6	0.3547477857511758	0.0044635010160091184	0.36688199564741186
0.05	0.005	25000.0	1.0	5.0	2.0e6	0.3547293934310703	0.007470744820934097	0.37926578687398405
0.05	0.005	25000.0	1.0	10.0	1.0e6	0.353903839582471	0.0025955327600699764	0.3597271510300635
0.05	0.005	25000.0	1.0	10.0	2.0e6	0.35277626148043023	0.002752126302098426	0.3585052671656722
0.05	0.001	10000.0	0.75	5.0	1.0e6	0.39099278966105255	0.1037452069640635	0.6942337521595773
0.05	0.001	10000.0	0.75	5.0	2.0e6	0.39141504642660796	0.10322892981638997	0.6932349942441648
0.05	0.001	10000.0	0.75	10.0	1.0e6	0.4072947132819733	0.1236708292792122	0.6948838912261092
0.05	0.001	10000.0	0.75	10.0	2.0e6	0.37344804712472	0.07547045646023107	0.6938736718184523
0.05	0.001	10000.0	1.0	5.0	1.0e6	0.35808034387229204	0.0041829408887691585	0.3693953468482216
0.05	0.001	10000.0	1.0	5.0	2.0e6	0.3763837927325746	0.07503180668450392	0.6944558097564252
0.05	0.001	10000.0	1.0	10.0	1.0e6	0.3729464729269128	0.07566929997731608	0.6941887724992943
0.05	0.001	10000.0	1.0	10.0	2.0e6	0.3568265846599068	0.002204936286560851	0.36091713261146896
0.05	0.001	25000.0	0.75	5.0	1.0e6	0.3526065571636857	0.0026041220538402412	0.3585250233936478
0.05	0.001	25000.0	0.75	5.0	2.0e6	0.37048715882221395	0.07636878851249547	0.6947513713311705
0.05	0.001	25000.0	0.75	10.0	1.0e6	0.36853196635105273	0.07674267574732187	0.6944341128713232
0.05	0.001	25000.0	0.75	10.0	2.0e6	0.3687097688216689	0.07644815624541126	0.6933727169169577
0.05	0.001	25000.0	1.0	5.0	1.0e6	0.36955027059218654	0.07621417231436785	0.6931553018954322
0.05	0.001	25000.0	1.0	5.0	2.0e6	0.35278696865368386	0.003535837664796626	0.36207752102594337
