1.0	1.0	0.5769582742224734
1.0	1.0	0.5777382528848594
1.0	1.0	0.6930496467804451
1.0	1.0	0.6934901934021962
1.0	1.0	0.6918940488620349
1.0	1.0	0.5829380931103753
1.0	1.0	0.6919635474651242
1.0	1.0	0.5784970586131863
1.0	1.0	0.6925980540506396
1.0	1.0	0.6931784691908243
1.0	1.0	0.5775404232391448
1.0	1.0	0.6928311695855235
1.0	1.0	0.5776208040252027
1.0	1.0	0.5771601232880553
1.0	1.0	0.6920520085950053
1.0	1.0	0.6925068352237853
1.0	1.0	0.579882071411167
1.0	1.0	0.5800264985304151
1.0	1.0	0.6942272793936788
1.0	1.0	0.6941459807687739
2.0	2.0	0.3495652627756078
2.0	2.0	0.35034226941300173
2.0	2.0	0.3546283465909702
2.0	2.0	0.35287626972012087
2.0	2.0	0.35176064064392637
2.0	2.0	0.35301284398047206
2.0	2.0	0.3546875029600679
2.0	2.0	0.35057089738100666
2.0	2.0	0.3507447914055995
2.0	2.0	0.3502060284073207
2.0	2.0	0.3491000507969655
2.0	2.0	0.3512241431836939
2.0	2.0	0.35158712114356216
2.0	2.0	0.3535683518273013
2.0	2.0	0.35100412388816765
2.0	2.0	0.35012683672516637
2.0	2.0	0.3513498863951937
2.0	2.0	0.3522655804919063
2.0	2.0	0.3547864611717762
2.0	2.0	0.349601728811356
3.0	4.0	0.004133691875537745
3.0	4.0	0.0945013758620644
3.0	4.0	0.028676950703184767
3.0	4.0	0.00517587530484343
3.0	4.0	0.008460139605320438
3.0	4.0	0.026293785419139216
3.0	4.0	0.01989361809713043
3.0	4.0	0.004243122614180809
3.0	4.0	0.0049719756076532905
3.0	4.0	0.01547170092490567
3.0	4.0	0.006912867184166976
3.0	4.0	0.0026419545091035234
3.0	4.0	0.018756440258506438
3.0	4.0	0.009221463843083741
3.0	4.0	0.00970181434289873
3.0	4.0	0.012503560318723031
3.0	4.0	0.009282681729827642
3.0	4.0	0.003691412869803668
3.0	4.0	0.01458789324259686
3.0	4.0	0.007511713886843671
4.0	8.0	0.01962695073852776
4.0	8.0	0.047427920090806513
4.0	8.0	0.022206687101492463
4.0	8.0	0.004682429628001581
4.0	8.0	0.01831015127937731
4.0	8.0	0.01297588415438701
4.0	8.0	0.022766419594153115
4.0	8.0	0.09496838036963785
4.0	8.0	0.04133360078284008
4.0	8.0	0.005616848191662541
4.0	8.0	0.04577858679447796
4.0	8.0	0.015055314396289345
4.0	8.0	0.032866709910741684
4.0	8.0	0.035024997841346966
4.0	8.0	0.07017982057816471
4.0	8.0	0.03276754466627922
4.0	8.0	0.04740216115241096
4.0	8.0	0.007682799604718238
4.0	8.0	0.028640168120800634
4.0	8.0	0.013754270170812589
