1.0	0.0001	0.6363691292408401	0.05987957148140221	0.6989449624936221
1.0	0.0005	0.61879526604531	0.05702491592137701	0.6959503669459137
1.0	0.001	0.6246229956959444	0.05852334095120078	0.698675917291055
1.0	0.005	0.6193222704278096	0.0580775434557085	0.7010861024886645
1.0	0.01	0.6432722428852633	0.05975481064333922	0.699635554127549
1.0	0.05	0.6505595035369247	0.05940342859386117	0.7256107145818019
1.0	0.1	0.6554684624615345	0.05605813149813006	0.7325994514394627
1.0	0.5	0.7629349426367087	0.09212186543543514	0.9828395686297295
0.5	0.0001	0.6880627796572181	0.026247662177953962	0.6953606333024402
0.5	0.0005	0.6818617363623859	0.03606858518627829	0.6960745087318031
0.5	0.001	0.6645433674634538	0.051625578321762886	0.696179266824129
0.5	0.005	0.687970747549353	0.026025745292378905	0.6972069597355725
0.5	0.01	0.6789954181045961	0.04100154704403814	0.7004300822058527
0.5	0.05	0.6920954501030736	0.03489256810544463	0.720513740334126
0.5	0.1	0.7089497710031922	0.0093842409274575	0.7303946030184858
0.5	0.5	0.8370064217691923	0.18416864737016167	1.2470861152706687
0.1	0.0001	0.671096234395504	0.04775259194400695	0.6991288270917656
0.1	0.0005	0.6472374839458299	0.05832089455471299	0.6954879197388147
0.1	0.001	0.6353995724101916	0.059583010402658364	0.6947888475827659
0.1	0.005	0.6301659514521852	0.05853878391714068	0.6943985989733514
0.1	0.01	0.6549114807656318	0.05592005441482726	0.6987259967348827
0.1	0.05	0.6276267775633495	0.055087622194391346	0.7117260052149924
0.1	0.1	0.6975792914752441	0.04204982366272733	0.7791224523491922
0.0	0.0	0.0	0.0	0.0
0.05	0.0001	0.6371055687477387	0.05796323295441429	0.6944672302878537
0.05	0.0005	0.6197405998121317	0.055953717421399055	0.6951475484588374
0.05	0.001	0.6364519073982491	0.059003506147149075	0.6960268254668251
0.05	0.005	0.6318832590562189	0.05829735530307517	0.6975081614361224
0.05	0.01	0.620783936598702	0.056530153919494695	0.6983479315285916
0.05	0.05	0.6288943170945211	0.05526717081540815	0.7097560258285932
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.01	0.0001	0.6777455694903025	0.03801298411108544	0.6947155930512676
0.01	0.0005	0.6674521291360824	0.046400085435346995	0.6945785842379106
0.01	0.001	0.6779688847230291	0.038268731674319593	0.6957631167303632
0.01	0.005	0.6560388616587465	0.054160803291992236	0.6970442960704433
0.01	0.01	0.663105690697022	0.05067605179358032	0.6989692313483561
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.005	0.0001	0.6677494846215956	0.040384679951031524	0.6947055195296388
0.005	0.0005	0.667111004281046	0.04189454365496895	0.6979217151493238
0.005	0.001	0.6738265193113872	0.0403020660998409	0.6950164679772299
0.005	0.005	0.6677454822681236	0.04893323235231391	0.697556676133972
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.001	0.0001	0.6893951407631599	0.010582293982136134	0.6951851741323188
0.001	0.0005	0.6860087554180099	0.020018064131342488	0.6948738990910024
0.001	0.001	0.6797328863555332	0.029280431887179947	0.6959131814167567
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
